Query,Query url,Query description,Result,Result url,Result description,User evaluation

AKSW/SPARQL2NL,https://github.com/jsonld-java/jsonld-java,converts SPARQL queries to natural language expressions,jsonld-java/jsonld-java,https://github.com/AKSW/SPARQL2NL,JSON-LD implementation for Java,2
AKSW/SPARQL2NL,https://github.com/AskNowQA/AutoSPARQL,converts SPARQL queries to natural language expressions,AskNowQA/AutoSPARQL,https://github.com/AKSW/SPARQL2NL,Warning: Not working at the moment. Maintainer on parental leave. AutoSPARQL allows to create SPARQL queries over RDF knowledge bases from natural language with low effort.,4
AKSW/SPARQL2NL,https://github.com/claudiomartella/dbpedia4neo,converts SPARQL queries to natural language expressions,claudiomartella/dbpedia4neo,https://github.com/AKSW/SPARQL2NL,A set of hacks to setup a dbpedia endpoint through neo4j,1
AKSW/SPARQL2NL,https://github.com/galan/packtag,converts SPARQL queries to natural language expressions,galan/packtag,https://github.com/AKSW/SPARQL2NL,A JSP Taglib for delivering minified; combined and gzip-compressed resources (JavaScript and CSS).,1
AKSW/SPARQL2NL,https://github.com/AKSW/jena-sparql-api,converts SPARQL queries to natural language expressions,AKSW/jena-sparql-api,https://github.com/AKSW/SPARQL2NL,A collection of Jena-extensions for hiding SPARQL-complexity from the application layer,4

AKSW/Sparqlify,https://github.com/11039850/monalisa-orm,Sparql -> SQL Rewriter enabling virtual RDB -> RDF mappings,11039850/monalisa-orm,https://github.com/AKSW/Sparqlify,Very Simple ORM,1
AKSW/Sparqlify,https://github.com/crazyacking/zeekEye,Sparql -> SQL Rewriter enabling virtual RDB -> RDF mappings,crazyacking/zeekEye,https://github.com/AKSW/Sparqlify,:octocat:A Fast and Powerful Scraping and Web Crawling Framework.,2
AKSW/Sparqlify,https://github.com/rdfhdt/hdt-java,Sparql -> SQL Rewriter enabling virtual RDB -> RDF mappings,rdfhdt/hdt-java,https://github.com/AKSW/Sparqlify,HDT Java library and tools.,3
AKSW/Sparqlify,https://github.com/castagna/jena-examples,Sparql -> SQL Rewriter enabling virtual RDB -> RDF mappings,castagna/jena-examples,https://github.com/AKSW/Sparqlify,A collection of ready to use; small and self contained examples on how to use Apache Jena,3
AKSW/Sparqlify,https://github.com/AKSW/jena-sparql-api,Sparql -> SQL Rewriter enabling virtual RDB -> RDF mappings,AKSW/jena-sparql-api,https://github.com/AKSW/Sparqlify,A collection of Jena-extensions for hiding SPARQL-complexity from the application layer,4

asakusafw/asakusafw,https://github.com/visallo/vertexium,Asakusa Framework,visallo/vertexium,https://github.com/asakusafw/asakusafw,Vertexium; similar to Blueprints but secure.,1
asakusafw/asakusafw,https://github.com/jcabi/jcabi-xml,Asakusa Framework,jcabi/jcabi-xml,https://github.com/asakusafw/asakusafw,Java XML Parsing; Transforming; Printing; and Validating,1
asakusafw/asakusafw,https://github.com/davidB/metrics-influxdb,Asakusa Framework,davidB/metrics-influxdb,https://github.com/asakusafw/asakusafw,A reporter for metrics which announces measurements to an InfluxDB server.,1
asakusafw/asakusafw,https://github.com/zalando-stups/java-sproc-wrapper,Asakusa Framework,zalando-stups/java-sproc-wrapper,https://github.com/asakusafw/asakusafw,Java Stored Procedure Wrapper: Calling PostgreSQL stored procedures from Java,1
asakusafw/asakusafw,https://github.com/jamesmorgan/ReloadablePropertiesAnnotation,Asakusa Framework,jamesmorgan/ReloadablePropertiesAnnotation,https://github.com/asakusafw/asakusafw,Dynamic property configurations reload during runtime utilising Java 7 WatchService API; Google Guava and Spring 3.2.5,1

AskNowQA/AutoSPARQL,https://github.com/GeeQuery/ef-orm,Warning: Not working at the moment. Maintainer on parental leave. AutoSPARQL allows to create SPARQL queries over RDF knowledge bases from natural language with low effort.,GeeQuery/ef-orm,https://github.com/AskNowQA/AutoSPARQL,A lightweight OR-Mapping framework which supports multiple databases.,2
AskNowQA/AutoSPARQL,https://github.com/huangchen007/elasticsearch-rest-command,Warning: Not working at the moment. Maintainer on parental leave. AutoSPARQL allows to create SPARQL queries over RDF knowledge bases from natural language with low effort.,huangchen007/elasticsearch-rest-command,https://github.com/AskNowQA/AutoSPARQL,Restful pipeline command support plugin for Elasticsearch,2
AskNowQA/AutoSPARQL,https://github.com/nilsbraden/ttrss-reader-fork,Warning: Not working at the moment. Maintainer on parental leave. AutoSPARQL allows to create SPARQL queries over RDF knowledge bases from natural language with low effort.,nilsbraden/ttrss-reader-fork,https://github.com/AskNowQA/AutoSPARQL,An Android-Client for the self-hosted Tiny Tiny RSS feedreader,1
AskNowQA/AutoSPARQL,https://github.com/jsonld-java/jsonld-java,Warning: Not working at the moment. Maintainer on parental leave. AutoSPARQL allows to create SPARQL queries over RDF knowledge bases from natural language with low effort.,jsonld-java/jsonld-java,https://github.com/AskNowQA/AutoSPARQL,JSON-LD implementation for Java,3
AskNowQA/AutoSPARQL,https://github.com/galan/packtag,Warning: Not working at the moment. Maintainer on parental leave. AutoSPARQL allows to create SPARQL queries over RDF knowledge bases from natural language with low effort.,galan/packtag,https://github.com/AskNowQA/AutoSPARQL,A JSP Taglib for delivering minified; combined and gzip-compressed resources (JavaScript and CSS).,1

blackberry/KaBoom,https://github.com/xebia/Xebium,A High Performance Cluster Consumer for Kafka that creates Avro (boom) files in Hadoop in time based directory paths,xebia/Xebium,https://github.com/blackberry/KaBoom,Xebium provides Selenium (webdriver) bindings for FitNesse; with Selenium-IDE support,1
blackberry/KaBoom,https://github.com/darren-fu/RestyPass,A High Performance Cluster Consumer for Kafka that creates Avro (boom) files in Hadoop in time based directory paths,darren-fu/RestyPass,https://github.com/blackberry/KaBoom,High performance Restful services call client library; support service discovery; load balance; circuit breaker; service fallback; retry; traffic limit.,1
blackberry/KaBoom,https://github.com/kakaochatfriend/KakaoChatFriendAPI,A High Performance Cluster Consumer for Kafka that creates Avro (boom) files in Hadoop in time based directory paths,kakaochatfriend/KakaoChatFriendAPI,https://github.com/blackberry/KaBoom,카카오 채팅 친구 API 구현 라이브러리,1
blackberry/KaBoom,https://github.com/rdfhdt/hdt-java,A High Performance Cluster Consumer for Kafka that creates Avro (boom) files in Hadoop in time based directory paths,rdfhdt/hdt-java,https://github.com/blackberry/KaBoom,HDT Java library and tools.,1
blackberry/KaBoom,https://github.com/kijiproject/kiji-bento,A High Performance Cluster Consumer for Kafka that creates Avro (boom) files in Hadoop in time based directory paths,kijiproject/kiji-bento,https://github.com/blackberry/KaBoom,Kiji BentoBox: Developer SDK for Kiji including a standalone zero-configuration HBase micro-cluster,1

bonigarcia/webdrivermanager,https://github.com/dadoonet/spring-elasticsearch,Automatic Selenium WebDriver binaries management in runtime for Java,dadoonet/spring-elasticsearch,https://github.com/bonigarcia/webdrivermanager,Spring factories for elasticsearch,2
bonigarcia/webdrivermanager,https://github.com/Teradata/kylo,Automatic Selenium WebDriver binaries management in runtime for Java,Teradata/kylo,https://github.com/bonigarcia/webdrivermanager,Kylo is a data lake management software platform and framework for enabling scalable enterprise-class data lakes on Apache Hadoop and Spark. Kylo is licensed under Apache 2.0 and contributed by Think Big; A Teradata Company,4
bonigarcia/webdrivermanager,https://github.com/Protocoder/Protocoder,Automatic Selenium WebDriver binaries management in runtime for Java,Protocoder/Protocoder,https://github.com/bonigarcia/webdrivermanager,A prototyping framework for Android devices,1
bonigarcia/webdrivermanager,https://github.com/yandex-qatools/embedded-services,Automatic Selenium WebDriver binaries management in runtime for Java,yandex-qatools/embedded-services,https://github.com/bonigarcia/webdrivermanager,Embedded MongoDB/PostgreSQL for your tests,2
bonigarcia/webdrivermanager,https://github.com/dCache/dcache,Automatic Selenium WebDriver binaries management in runtime for Java,dCache/dcache,https://github.com/bonigarcia/webdrivermanager,dCache - a system for storing and retrieving huge amounts of data; distributed among a large number of heterogenous server nodes; under a single virtual filesystem tree with a variety of standard access methods,3

caelum/vraptor,https://github.com/FluentLenium/FluentLenium,Simple Java Web MVC Framework,FluentLenium/FluentLenium,https://github.com/caelum/vraptor,FluentLenium helps you writing readable; reusable; reliable and resilient UI functional tests for the browser.,2
caelum/vraptor,https://github.com/oberasoftware/jasdb,Simple Java Web MVC Framework,oberasoftware/jasdb,https://github.com/caelum/vraptor,JasDB OpenSource NoSQL Java based Database,2
caelum/vraptor,https://github.com/Raizlabs/DBFlow,Simple Java Web MVC Framework,Raizlabs/DBFlow,https://github.com/caelum/vraptor,A blazing fast; powerful; and very simple ORM android database library that writes database code for you.,1
caelum/vraptor,https://github.com/caelum/restfulie-java,Simple Java Web MVC Framework,caelum/restfulie-java,https://github.com/caelum/vraptor,restfulie implementation in java; with support to vraptor,4
caelum/vraptor,https://github.com/caelum/vraptor4,Simple Java Web MVC Framework,caelum/vraptor4,https://github.com/caelum/vraptor,A Java web MVC action-based framework,4

caelum/vraptor4,https://github.com/FluentLenium/FluentLenium,A Java web MVC action-based framework,FluentLenium/FluentLenium,https://github.com/caelum/vraptor4,FluentLenium helps you writing readable; reusable; reliable and resilient UI functional tests for the browser.,2
caelum/vraptor4,https://github.com/oberasoftware/jasdb,A Java web MVC action-based framework,oberasoftware/jasdb,https://github.com/caelum/vraptor4,JasDB OpenSource NoSQL Java based Database,2
caelum/vraptor4,https://github.com/Raizlabs/DBFlow,A Java web MVC action-based framework,Raizlabs/DBFlow,https://github.com/caelum/vraptor4,A blazing fast; powerful; and very simple ORM android database library that writes database code for you.,1
caelum/vraptor4,https://github.com/caelum/restfulie-java,A Java web MVC action-based framework,caelum/restfulie-java,https://github.com/caelum/vraptor4,restfulie implementation in java; with support to vraptor,4
caelum/vraptor4,https://github.com/caelum/vraptor,A Java web MVC action-based framework,caelum/vraptor,https://github.com/caelum/vraptor4,Simple Java Web MVC Framework,4

codelibs/elasticsearch-cluster-runner,https://github.com/eBay/cassandra-river,Elasticsearch Cluster Launcher on One JVM Instance,eBay/cassandra-river,https://github.com/codelibs/elasticsearch-cluster-runner,Cassandra river for Elastic search.,2
codelibs/elasticsearch-cluster-runner,https://github.com/jprante/elasticsearch-oai,Elasticsearch Cluster Launcher on One JVM Instance,jprante/elasticsearch-oai,https://github.com/codelibs/elasticsearch-cluster-runner,OAI client for Elasticsearch,3
codelibs/elasticsearch-cluster-runner,https://github.com/jloisel/elastic-crud,Elasticsearch Cluster Launcher on One JVM Instance,jloisel/elastic-crud,https://github.com/codelibs/elasticsearch-cluster-runner,Simple yet elegant ElasticSearch Crud Repository.,2
codelibs/elasticsearch-cluster-runner,https://github.com/ameizi/elasticsearch-jest-example,Elasticsearch Cluster Launcher on One JVM Instance,ameizi/elasticsearch-jest-example,https://github.com/codelibs/elasticsearch-cluster-runner,ElasticSearch Java Rest Client Examples,2
codelibs/elasticsearch-cluster-runner,https://github.com/Salaboy/emergency-service-drools-app,Elasticsearch Cluster Launcher on One JVM Instance,Salaboy/emergency-service-drools-app,https://github.com/codelibs/elasticsearch-cluster-runner,Emergency Service Drools Application,1

conductor-framework/conductor,https://github.com/marklogic/java-client-api,The Selenium framework that takes you where you want to go,marklogic/java-client-api,https://github.com/conductor-framework/conductor,Java client for the MarkLogic enterprise NoSQL database,1
conductor-framework/conductor,https://github.com/arquillian/arquillian-graphene,The Selenium framework that takes you where you want to go,arquillian/arquillian-graphene,https://github.com/conductor-framework/conductor,Robust Functional Tests leveraging WebDriver with flavour of neat AJAX-ready API,4
conductor-framework/conductor,https://github.com/Cognifide/bobcat,The Selenium framework that takes you where you want to go,Cognifide/bobcat,https://github.com/conductor-framework/conductor,Bobcat is an automated testing framework for functional testing of web applications.,4
conductor-framework/conductor,https://github.com/searchisko/elasticsearch-river-jira,The Selenium framework that takes you where you want to go,searchisko/elasticsearch-river-jira,https://github.com/conductor-framework/conductor,JIRA River Plugin for Elasticsearch,3
conductor-framework/conductor,https://github.com/jacum/icefaces-archetype,The Selenium framework that takes you where you want to go,jacum/icefaces-archetype,https://github.com/conductor-framework/conductor,Maven webapp project with JSF/ICEFaces; MyFaces; Jetty; Spring Core; Spring Security; Selenium; JRebel for quick start.,3

Conductor/kangaroo,https://github.com/SpringOne2GX-2014/reactive-geocoder,Hadoop utilities for Kafka; S3; and more,SpringOne2GX-2014/reactive-geocoder,https://github.com/Conductor/kangaroo,Reactive Geocoding Demo,1
Conductor/kangaroo,https://github.com/fcrepo4/fcrepo4,Hadoop utilities for Kafka; S3; and more,fcrepo4/fcrepo4,https://github.com/Conductor/kangaroo,Fedora 4,2
Conductor/kangaroo,https://github.com/Aconex/scrutineer,Hadoop utilities for Kafka; S3; and more,Aconex/scrutineer,https://github.com/Conductor/kangaroo,Compares a source of truth sorted stream with another to find mismatches.  Designed for verifying indexes such as ElasticSearch & Solr are synchronized with their source of data (usually a DB),1
Conductor/kangaroo,https://github.com/codegist/crest,Hadoop utilities for Kafka; S3; and more,codegist/crest,https://github.com/Conductor/kangaroo,CRest - Client REST,1
Conductor/kangaroo,https://github.com/Knewton/KassandraMRHelper,Hadoop utilities for Kafka; S3; and more,Knewton/KassandraMRHelper,https://github.com/Conductor/kangaroo,Library for processing Cassandra SSTables with Hadoop MapReduce.,2

dadoonet/spring-elasticsearch,https://github.com/regunathb/Trooper,Spring factories for elasticsearch,regunathb/Trooper,https://github.com/dadoonet/spring-elasticsearch,Trooper is a Java-module like framework for building applications using one of the supported runtime profiles. Currently supported profiles include Batch; Service and Orchestration. It additionally has a number of useful libraries that may be used independently of the Trooper runtime.,1
dadoonet/spring-elasticsearch,https://github.com/asakusafw/asakusafw,Spring factories for elasticsearch,asakusafw/asakusafw,https://github.com/dadoonet/spring-elasticsearch,Asakusa Framework,1
dadoonet/spring-elasticsearch,https://github.com/davidB/metrics-influxdb,Spring factories for elasticsearch,davidB/metrics-influxdb,https://github.com/dadoonet/spring-elasticsearch,A reporter for metrics which announces measurements to an InfluxDB server.,2
dadoonet/spring-elasticsearch,https://github.com/zalando-stups/java-sproc-wrapper,Spring factories for elasticsearch,zalando-stups/java-sproc-wrapper,https://github.com/dadoonet/spring-elasticsearch,Java Stored Procedure Wrapper: Calling PostgreSQL stored procedures from Java,1
dadoonet/spring-elasticsearch,https://github.com/jamesmorgan/ReloadablePropertiesAnnotation,Spring factories for elasticsearch,jamesmorgan/ReloadablePropertiesAnnotation,https://github.com/dadoonet/spring-elasticsearch,Dynamic property configurations reload during runtime utilising Java 7 WatchService API; Google Guava and Spring 3.2.5,1

datasalt/pangool,https://github.com/Azure/azure-documentdb-hadoop,Tuple MapReduce for Hadoop: Hadoop API made easy,Azure/azure-documentdb-hadoop,https://github.com/datasalt/pangool, ,3
datasalt/pangool,https://github.com/castagna/jena-grande,Tuple MapReduce for Hadoop: Hadoop API made easy,castagna/jena-grande,https://github.com/datasalt/pangool, ,2
datasalt/pangool,https://github.com/laserson/avro2parquet,Tuple MapReduce for Hadoop: Hadoop API made easy,laserson/avro2parquet,https://github.com/datasalt/pangool,Hadoop MapReduce tool to convert Avro data files to Parquet format.,3
datasalt/pangool,https://github.com/msathis/SQLToNoSQLImporter,Tuple MapReduce for Hadoop: Hadoop API made easy,msathis/SQLToNoSQLImporter,https://github.com/datasalt/pangool,Solr like data import handler to migrate data from sql systems to nosql,1
datasalt/pangool,https://github.com/alexholmes/hadoop-utils,Tuple MapReduce for Hadoop: Hadoop API made easy,alexholmes/hadoop-utils,https://github.com/datasalt/pangool,A set of Hadoop utilities to make working with Hadoop a little easier.,2

elastic/elasticsearch-metrics-reporter-java,https://github.com/asakusafw/asakusafw,Metrics reporter; which reports to elasticsearch,asakusafw/asakusafw,https://github.com/elastic/elasticsearch-metrics-reporter-java,Asakusa Framework,1
elastic/elasticsearch-metrics-reporter-java,https://github.com/javanna/elasticsearch-river-solr,Metrics reporter; which reports to elasticsearch,javanna/elasticsearch-river-solr,https://github.com/elastic/elasticsearch-metrics-reporter-java,Solr River plugin for elasticsearch,3
elastic/elasticsearch-metrics-reporter-java,https://github.com/jamesmorgan/ReloadablePropertiesAnnotation,Metrics reporter; which reports to elasticsearch,jamesmorgan/ReloadablePropertiesAnnotation,https://github.com/elastic/elasticsearch-metrics-reporter-java,Dynamic property configurations reload during runtime utilising Java 7 WatchService API; Google Guava and Spring 3.2.5,1
elastic/elasticsearch-metrics-reporter-java,https://github.com/davidB/metrics-influxdb,Metrics reporter; which reports to elasticsearch,davidB/metrics-influxdb,https://github.com/elastic/elasticsearch-metrics-reporter-java,A reporter for metrics which announces measurements to an InfluxDB server.,2
elastic/elasticsearch-metrics-reporter-java,https://github.com/dadoonet/spring-elasticsearch,Metrics reporter; which reports to elasticsearch,dadoonet/spring-elasticsearch,https://github.com/elastic/elasticsearch-metrics-reporter-java,Spring factories for elasticsearch,1

elastic/elasticsearch-support-diagnostics,https://github.com/JFanZhao/spider,Support diagnostics utility for elasticsearch and logstash,JFanZhao/spider,https://github.com/elastic/elasticsearch-support-diagnostics,使用java+httpclient+httpcleaner，多线程、分布式爬去电商网站商品信息，数据存储在hbase上，并使用solr对商品建立索引，使用redis队列存储一个共享的url仓库；使用zookeeper对爬虫节点生命周期进行监视等。,1
elastic/elasticsearch-support-diagnostics,https://github.com/kijiproject/kiji-bento,Support diagnostics utility for elasticsearch and logstash,kijiproject/kiji-bento,https://github.com/elastic/elasticsearch-support-diagnostics,Kiji BentoBox: Developer SDK for Kiji including a standalone zero-configuration HBase micro-cluster,1
elastic/elasticsearch-support-diagnostics,https://github.com/bupt1987/JgFramework,Support diagnostics utility for elasticsearch and logstash,bupt1987/JgFramework,https://github.com/elastic/elasticsearch-support-diagnostics,基于Netty的强大的游戏服务器框架,1
elastic/elasticsearch-support-diagnostics,https://github.com/Teradata/kylo,Support diagnostics utility for elasticsearch and logstash,Teradata/kylo,https://github.com/elastic/elasticsearch-support-diagnostics,Kylo is a data lake management software platform and framework for enabling scalable enterprise-class data lakes on Apache Hadoop and Spark. Kylo is licensed under Apache 2.0 and contributed by Think Big; A Teradata Company,2
elastic/elasticsearch-support-diagnostics,https://github.com/rdfhdt/hdt-java,Support diagnostics utility for elasticsearch and logstash,rdfhdt/hdt-java,https://github.com/elastic/elasticsearch-support-diagnostics,HDT Java library and tools.,1

GoogleCloudPlatform/bigdata-interop,https://github.com/Conductor/kangaroo,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,Conductor/kangaroo,https://github.com/GoogleCloudPlatform/bigdata-interop,Hadoop utilities for Kafka; S3; and more,1
GoogleCloudPlatform/bigdata-interop,https://github.com/dashbuilder/dashbuilder,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,dashbuilder/dashbuilder,https://github.com/GoogleCloudPlatform/bigdata-interop,Dashboard composition tooling based on the Uberfire framework,1
GoogleCloudPlatform/bigdata-interop,https://github.com/Jaspersoft/jrs-rest-java-client,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,Jaspersoft/jrs-rest-java-client,https://github.com/GoogleCloudPlatform/bigdata-interop,Java Rest Client for JasperReports Server,1
GoogleCloudPlatform/bigdata-interop,https://github.com/subutai-io/base,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,subutai-io/base,https://github.com/GoogleCloudPlatform/bigdata-interop,Subutai is a next generation peer to peer (P2P) cloud computing and Internet of Thing platform. Subutai peers collaborate and share resources to create secure virtual environments tying together the shared network and machine resources across peers.,1
GoogleCloudPlatform/bigdata-interop,https://github.com/Aconex/scrutineer,Libraries and tools for interoperability between Hadoop-related open-source software and Google Cloud Platform.,Aconex/scrutineer,https://github.com/GoogleCloudPlatform/bigdata-interop,Compares a source of truth sorted stream with another to find mismatches.  Designed for verifying indexes such as ElasticSearch & Solr are synchronized with their source of data (usually a DB),1

huangchen007/elasticsearch-rest-command,https://github.com/ameizi/elasticsearch-jest-example,Restful pipeline command support plugin for Elasticsearch,ameizi/elasticsearch-jest-example,https://github.com/huangchen007/elasticsearch-rest-command,ElasticSearch Java Rest Client Examples,2
huangchen007/elasticsearch-rest-command,https://github.com/jprante/elasticsearch-plugin-rdf-jena,Restful pipeline command support plugin for Elasticsearch,jprante/elasticsearch-plugin-rdf-jena,https://github.com/huangchen007/elasticsearch-rest-command,Using Apache Jena API to store and retrieve RDF triples in Elasticsearch,3
huangchen007/elasticsearch-rest-command,https://github.com/AskNowQA/AutoSPARQL,Restful pipeline command support plugin for Elasticsearch,AskNowQA/AutoSPARQL,https://github.com/huangchen007/elasticsearch-rest-command,Warning: Not working at the moment. Maintainer on parental leave. AutoSPARQL allows to create SPARQL queries over RDF knowledge bases from natural language with low effort.,2
huangchen007/elasticsearch-rest-command,https://github.com/ontopia/ontopia,Restful pipeline command support plugin for Elasticsearch,ontopia/ontopia,https://github.com/huangchen007/elasticsearch-rest-command,The main ontopia code,1
huangchen007/elasticsearch-rest-command,https://github.com/GeeQuery/ef-orm,Restful pipeline command support plugin for Elasticsearch,GeeQuery/ef-orm,https://github.com/huangchen007/elasticsearch-rest-command,A lightweight OR-Mapping framework which supports multiple databases.,1

